customer_id,firstname,lastname,brand,first_order_date,last_order_date,days_since_last,lifespan_days,lifespan_years,total_orders,avg_order_value,total_spent,frequency_per_year,clv,clv_tier,is_dormant,order_year_month
7916,Nina,Costa,KANMO,2025-12-23,2026-02-23,15,77,0.21,6,500.27,3001.62,28.44,3001.62,HIGH,0,2026-02
7917,John,Johnson,KANMO,2025-07-13,2025-10-13,148,240,0.66,2,181.37,362.74,3.04,362.74,LOW,1,2025-10
7918,Sara,Chen,ALDO,2023-03-25,2024-02-01,768,1081,2.96,19,112.14,2130.66,6.42,2130.66,HIGH,1,2024-02
7919,Ali,Gomez,ALDO,2024-04-29,2024-07-28,590,680,1.86,7,380.46,2663.22,3.76,2663.22,HIGH,1,2024-07
7920,John,Yilmaz,CASIO,2024-02-11,2024-03-27,713,758,2.08,3,475.25,1425.75,1.44,1425.75,MID,1,2024-03
7921,Sara,Wilson,KANMO,2024-09-01,2025-12-01,99,555,1.52,6,379.72,2278.32,3.95,2278.32,HIGH,1,2025-12
7922,Raj,Nair,KANMO,2024-04-20,2024-08-27,560,689,1.89,8,301.91,2415.28,4.24,2415.28,HIGH,1,2024-08
7923,Hana,Ahmed,ALDO,2024-09-09,2026-01-28,41,547,1.5,12,301.05,3612.6,8.01,3612.6,HIGH,0,2026-01
7924,Nina,Brown,KANMO,2024-07-09,2025-04-25,319,609,1.67,5,499.2,2496.0,3.0,2496.0,HIGH,1,2025-04
7925,Sofia,Smith,ALDO,2024-09-23,2025-08-03,219,533,1.46,14,222.02,3108.28,9.59,3108.28,HIGH,1,2025-08
7926,Lucas,Lee,ALDO,2024-06-23,2026-01-18,51,625,1.71,7,480.39,3362.73,4.09,3362.73,HIGH,0,2026-01
7927,Sara,Kumar,KANMO,2025-08-10,2025-10-02,159,212,0.58,2,92.57,185.14,3.44,185.14,LOW,1,2025-10
7928,Mike,Chen,CASIO,2024-09-05,2025-06-01,282,551,1.51,19,48.59,923.21,12.59,923.21,MID,1,2025-06
7929,Raj,Brown,ALDO,2024-06-23,2024-10-22,504,625,1.71,16,417.64,6682.24,9.34,6682.24,HIGH,1,2024-10
7930,Fatima,Hassan,KANMO,2024-10-18,2026-02-08,30,508,1.39,2,575.34,1150.68,1.44,1150.68,MID,0,2026-02
7931,Aisha,Khan,CASIO,2025-04-03,2025-05-24,290,341,0.93,18,116.77,2101.86,19.27,2101.86,HIGH,1,2025-05
7932,John,Sharma,KANMO,2025-01-19,2025-11-06,124,415,1.14,6,577.91,3467.46,5.28,3467.46,HIGH,1,2025-11
7933,John,Khan,KANMO,2023-07-10,2025-04-20,324,974,2.67,17,90.26,1534.42,6.37,1534.42,MID,1,2025-04
7934,Lucas,Singh,CASIO,2025-10-07,2025-11-15,115,154,0.42,8,553.08,4424.64,18.96,4424.64,HIGH,1,2025-11
7935,Omar,Wilson,KANMO,2023-06-02,2025-12-19,81,1012,2.77,1,467.95,467.95,0.36,467.95,LOW,0,2025-12
7936,Tom,Patel,KANMO,2024-05-01,2025-01-01,433,678,1.86,12,268.27,3219.24,6.46,3219.24,HIGH,1,2025-01
7937,Fatima,Gomez,ALDO,2025-01-17,2025-07-14,239,417,1.14,10,548.2,5482.0,8.75,5482.0,HIGH,1,2025-07
7938,Aisha,Gomez,CASIO,2023-12-01,2024-08-11,576,830,2.27,19,588.35,11178.65,8.36,11178.65,HIGH,1,2024-08
7939,Tom,Nair,KANMO,2026-01-05,2026-01-25,44,64,0.18,8,313.76,2510.08,45.62,2510.08,HIGH,0,2026-01
7940,Mike,Nair,ALDO,2025-10-14,2025-12-10,90,147,0.4,3,298.06,894.18,7.45,894.18,MID,0,2025-12
7941,Arjun,Khan,ALDO,2024-08-22,2025-07-16,237,565,1.55,1,374.14,374.14,0.65,374.14,LOW,1,2025-07
7942,Omar,Sharma,CASIO,2025-01-13,2025-11-27,103,421,1.15,12,466.09,5593.08,10.4,5593.08,HIGH,1,2025-11
7943,John,Khan,KANMO,2024-10-02,2025-09-15,176,524,1.44,8,356.38,2851.04,5.57,2851.04,HIGH,1,2025-09
7944,Meera,Gomez,KANMO,2023-05-31,2024-01-17,783,1014,2.78,8,147.52,1180.16,2.88,1180.16,MID,1,2024-01
7945,Hana,Garcia,KANMO,2023-12-15,2024-11-06,489,816,2.24,7,570.12,3990.84,3.13,3990.84,HIGH,1,2024-11
7946,Aisha,Sharma,CASIO,2025-10-24,2025-12-08,92,137,0.38,10,356.48,3564.8,26.64,3564.8,HIGH,1,2025-12
7947,Mike,Ahmed,CASIO,2025-02-23,2025-06-23,260,380,1.04,18,233.26,4198.68,17.29,4198.68,HIGH,1,2025-06
7948,Priya,Wilson,CASIO,2025-01-31,2025-02-13,390,403,1.1,3,25.93,77.79,2.72,77.79,LOW,1,2025-02
7949,Hana,Johnson,CASIO,2024-05-14,2025-03-20,355,665,1.82,10,341.58,3415.8,5.49,3415.8,HIGH,1,2025-03
7950,Mike,Hassan,CASIO,2025-04-25,2025-04-27,317,319,0.87,15,180.84,2712.6,17.16,2712.6,HIGH,1,2025-04
7951,Lena,Hassan,CASIO,2023-06-30,2023-07-14,970,984,2.7,7,415.15,2906.05,2.6,2906.05,HIGH,1,2023-07
7952,Sara,Lee,CASIO,2023-07-29,2024-11-07,488,955,2.62,11,378.82,4167.02,4.2,4167.02,HIGH,1,2024-11
7953,Ali,Brown,KANMO,2024-09-12,2026-03-08,2,544,1.49,8,355.15,2841.2,5.37,2841.2,HIGH,0,2026-03
7954,Nina,Johnson,ALDO,2026-01-27,2026-02-13,25,42,0.12,4,440.79,1763.16,34.76,1763.16,MID,0,2026-02
7955,Arjun,Ali,ALDO,2023-04-05,2023-08-21,932,1070,2.93,2,592.68,1185.36,0.68,1185.36,MID,1,2023-08
7956,Priya,Lee,ALDO,2024-03-11,2025-06-12,271,729,2.0,11,596.29,6559.19,5.51,6559.19,HIGH,1,2025-06
7957,James,Nair,KANMO,2024-11-26,2025-07-21,232,469,1.28,2,395.07,790.14,1.56,790.14,LOW,1,2025-07
7958,Lena,Wilson,KANMO,2024-12-02,2025-03-18,357,463,1.27,1,483.13,483.13,0.79,483.13,LOW,1,2025-03
7959,Lucas,Nair,ALDO,2023-06-28,2024-07-28,590,986,2.7,14,276.22,3867.08,5.18,3867.08,HIGH,1,2024-07
7960,David,Gomez,CASIO,2025-02-17,2025-04-18,326,386,1.06,6,306.23,1837.38,5.67,1837.38,MID,1,2025-04
7961,Mike,Garcia,ALDO,2024-12-10,2025-03-29,346,455,1.25,10,234.54,2345.4,8.02,2345.4,HIGH,1,2025-03
7962,John,Chen,ALDO,2024-01-18,2025-02-28,375,782,2.14,12,253.71,3044.52,5.6,3044.52,HIGH,1,2025-02
7963,Sofia,Yilmaz,ALDO,2024-04-12,2025-12-15,85,697,1.91,2,360.49,720.98,1.05,720.98,LOW,0,2025-12
7964,Raj,Ali,KANMO,2025-09-08,2025-11-23,107,183,0.5,16,234.58,3753.28,31.91,3753.28,HIGH,1,2025-11
7965,Lena,Wilson,KANMO,2025-01-03,2026-01-24,45,431,1.18,15,462.49,6937.35,12.7,6937.35,HIGH,0,2026-01
7966,Hana,Johnson,KANMO,2024-06-20,2025-11-22,108,628,1.72,12,337.45,4049.4,6.97,4049.4,HIGH,1,2025-11
7967,Zara,Johnson,KANMO,2023-10-07,2025-05-26,288,885,2.42,12,541.73,6500.76,4.95,6500.76,HIGH,1,2025-05
7968,Mike,Smith,KANMO,2026-01-30,2026-02-19,19,39,0.11,4,347.42,1389.68,37.44,1389.68,MID,0,2026-02
7969,Tom,Ahmed,KANMO,2023-07-04,2025-03-08,367,980,2.68,19,262.8,4993.2,7.08,4993.2,HIGH,1,2025-03
7970,Zara,Nair,ALDO,2025-07-20,2025-10-23,138,233,0.64,19,393.67,7479.73,29.76,7479.73,HIGH,1,2025-10
7971,Hana,Gomez,ALDO,2024-04-01,2025-05-28,286,708,1.94,17,287.41,4885.97,8.76,4885.97,HIGH,1,2025-05
7972,Mike,Smith,KANMO,2024-08-20,2025-09-10,181,567,1.55,20,312.22,6244.4,12.87,6244.4,HIGH,1,2025-09
7973,David,Khan,CASIO,2025-11-04,2026-02-12,26,126,0.35,10,420.97,4209.7,28.97,4209.7,HIGH,0,2026-02
7974,Lena,Sharma,CASIO,2023-12-03,2024-07-15,603,828,2.27,17,429.87,7307.79,7.49,7307.79,HIGH,1,2024-07
7975,Omar,Ali,KANMO,2025-12-06,2026-03-07,3,94,0.26,10,83.77,837.7,38.83,837.7,MID,0,2026-03
7976,Arjun,Gomez,KANMO,2026-02-08,2026-03-07,3,30,0.08,6,40.87,245.22,60.0,201.55,LOW,0,2026-03
7977,Nina,Garcia,ALDO,2024-03-25,2024-09-19,537,715,1.96,4,131.05,524.2,2.04,524.2,LOW,1,2024-09
7978,Aisha,Lee,ALDO,2025-02-16,2025-12-10,90,387,1.06,10,177.64,1776.4,9.43,1776.4,MID,0,2025-12
7979,Priya,Yilmaz,KANMO,2023-12-27,2024-09-01,555,804,2.2,11,574.89,6323.79,4.99,6323.79,HIGH,1,2024-09
7980,John,Ahmed,CASIO,2023-07-04,2024-03-29,711,980,2.68,19,515.47,9793.93,7.08,9793.93,HIGH,1,2024-03
7981,Tom,Wilson,CASIO,2025-07-24,2025-08-26,196,229,0.63,20,570.01,11400.2,31.88,11400.2,HIGH,1,2025-08
7982,Nina,Ahmed,CASIO,2024-10-04,2025-08-20,202,522,1.43,8,541.1,4328.8,5.59,4328.8,HIGH,1,2025-08
7983,Arjun,Nair,CASIO,2024-06-18,2026-01-23,46,630,1.73,20,385.71,7714.2,11.59,7714.2,HIGH,0,2026-01
7984,Mike,Nair,ALDO,2023-09-05,2025-05-01,313,917,2.51,12,153.13,1837.56,4.78,1837.56,MID,1,2025-05
7985,James,Ahmed,CASIO,2024-03-15,2024-08-08,579,725,1.99,5,341.32,1706.6,2.52,1706.6,MID,1,2024-08
7986,John,Garcia,ALDO,2025-05-19,2025-05-22,292,295,0.81,19,423.48,8046.12,23.51,8046.12,HIGH,1,2025-05
7987,John,Hassan,ALDO,2023-04-29,2025-01-06,428,1046,2.87,19,288.07,5473.33,6.63,5473.33,HIGH,1,2025-01
7988,Ali,Chen,ALDO,2024-06-30,2025-09-06,185,618,1.69,8,145.72,1165.76,4.72,1165.76,MID,1,2025-09
7989,Ali,Yilmaz,CASIO,2025-07-26,2026-03-05,5,227,0.62,2,205.84,411.68,3.22,411.68,LOW,0,2026-03
7990,Priya,Nair,CASIO,2024-04-20,2025-12-30,70,689,1.89,13,390.19,5072.47,6.89,5072.47,HIGH,0,2025-12
7991,Mike,Nair,CASIO,2023-07-28,2026-02-03,35,956,2.62,9,60.42,543.78,3.44,543.78,LOW,0,2026-02
7992,Hana,Wilson,KANMO,2024-01-19,2025-07-04,249,781,2.14,7,175.49,1228.43,3.27,1228.43,MID,1,2025-07
7993,Hana,Gomez,CASIO,2024-07-30,2025-01-18,416,588,1.61,3,34.48,103.44,1.86,103.44,LOW,1,2025-01
7994,Lena,Garcia,ALDO,2023-04-03,2024-11-25,470,1072,2.94,3,528.94,1586.82,1.02,1586.82,MID,1,2024-11
7995,Fatima,Garcia,CASIO,2023-10-29,2024-09-21,535,863,2.36,9,352.91,3176.19,3.81,3176.19,HIGH,1,2024-09
7996,Mike,Yilmaz,KANMO,2025-02-17,2025-08-02,220,386,1.06,11,45.03,495.33,10.4,495.33,LOW,1,2025-08
7997,Raj,Ali,ALDO,2024-03-25,2024-07-26,592,715,1.96,20,52.69,1053.8,10.21,1053.8,MID,1,2024-07
7998,Fatima,Chen,KANMO,2023-08-07,2025-09-22,169,946,2.59,15,589.3,8839.5,5.79,8839.5,HIGH,1,2025-09
7999,David,Chen,KANMO,2025-12-10,2026-03-07,3,90,0.25,13,78.29,1017.77,52.72,1017.77,MID,0,2026-03
8000,Lena,Garcia,KANMO,2025-06-23,2025-10-09,152,260,0.71,12,494.36,5932.32,16.85,5932.32,HIGH,1,2025-10
8001,Mike,Chen,KANMO,2024-12-16,2025-06-28,255,449,1.23,20,205.07,4101.4,16.26,4101.4,HIGH,1,2025-06
8002,David,Chen,KANMO,2025-03-18,2025-11-21,109,357,0.98,15,448.81,6732.15,15.34,6732.15,HIGH,1,2025-11
8003,Priya,Wilson,CASIO,2025-05-15,2025-07-23,230,299,0.82,14,369.45,5172.3,17.09,5172.3,HIGH,1,2025-07
8004,Meera,Gomez,KANMO,2024-09-11,2024-10-10,516,545,1.49,14,534.69,7485.66,9.38,7485.66,HIGH,1,2024-10
8005,Nina,Wilson,KANMO,2023-09-23,2024-01-28,772,899,2.46,1,31.19,31.19,0.41,31.19,LOW,1,2024-01
8006,Tom,Wilson,ALDO,2025-05-03,2025-05-16,298,311,0.85,20,463.61,9272.2,23.47,9272.2,HIGH,1,2025-05
8007,James,Brown,CASIO,2023-12-16,2025-08-04,218,815,2.23,4,217.24,868.96,1.79,868.96,MID,1,2025-08
8008,David,Brown,CASIO,2024-08-23,2025-05-17,297,564,1.55,7,348.42,2438.94,4.53,2438.94,HIGH,1,2025-05
8009,Tom,Chen,ALDO,2023-06-08,2024-06-09,639,1006,2.76,19,523.29,9942.51,6.89,9942.51,HIGH,1,2024-06
8010,Meera,Johnson,CASIO,2025-08-18,2025-10-19,142,204,0.56,18,447.9,8062.2,32.21,8062.2,HIGH,1,2025-10
8011,Nina,Singh,ALDO,2025-06-22,2025-08-06,216,261,0.72,3,93.99,281.97,4.2,281.97,LOW,1,2025-08
8012,Priya,Costa,KANMO,2024-04-12,2026-02-25,13,697,1.91,6,144.87,869.22,3.14,869.22,MID,0,2026-02
8013,Fatima,Khan,ALDO,2025-03-05,2025-07-24,229,370,1.01,3,386.96,1160.88,2.96,1160.88,MID,1,2025-07
8014,Meera,Johnson,CASIO,2023-07-02,2025-12-17,83,982,2.69,4,108.12,432.48,1.49,432.48,LOW,0,2025-12
8015,James,Nair,CASIO,2023-10-10,2024-06-11,637,882,2.42,8,453.77,3630.16,3.31,3630.16,HIGH,1,2024-06
8016,Raj,Gomez,CASIO,2025-11-17,2026-03-04,6,113,0.31,17,441.68,7508.56,54.91,7508.56,HIGH,0,2026-03
8017,Sara,Yilmaz,ALDO,2025-10-28,2026-03-06,4,133,0.36,5,129.1,645.5,13.72,645.5,LOW,0,2026-03
8018,Priya,Nair,KANMO,2023-03-13,2024-11-03,492,1093,2.99,8,520.38,4163.04,2.67,4163.04,HIGH,1,2024-11
8019,Sofia,Wilson,KANMO,2023-03-22,2023-10-08,884,1084,2.97,14,531.41,7439.74,4.71,7439.74,HIGH,1,2023-10
8020,Zara,Nair,KANMO,2025-06-25,2025-07-12,241,258,0.71,10,584.12,5841.2,14.15,5841.2,HIGH,1,2025-07
8021,Lena,Lee,CASIO,2026-01-05,2026-01-06,63,64,0.18,6,318.95,1913.7,34.22,1913.7,MID,0,2026-01
8022,Lucas,Singh,KANMO,2025-07-24,2025-11-28,102,229,0.63,2,431.24,862.48,3.19,862.48,MID,1,2025-11
8023,Tom,Brown,CASIO,2025-07-28,2025-09-27,164,225,0.62,16,308.01,4928.16,25.96,4928.16,HIGH,1,2025-09
8024,James,Chen,KANMO,2025-11-29,2025-12-27,73,101,0.28,2,507.79,1015.58,7.23,1015.58,MID,0,2025-12
8025,Nina,Singh,ALDO,2024-03-30,2026-01-13,56,710,1.95,3,311.36,934.08,1.54,934.08,MID,0,2026-01
8026,Lena,Smith,KANMO,2025-06-18,2025-10-15,146,265,0.73,14,312.98,4381.72,19.28,4381.72,HIGH,1,2025-10
8027,James,Nair,ALDO,2024-03-25,2024-08-31,556,715,1.96,20,574.69,11493.8,10.21,11493.8,HIGH,1,2024-08
8028,John,Kumar,KANMO,2024-01-17,2024-11-06,489,783,2.15,13,126.02,1638.26,6.06,1638.26,MID,1,2024-11
8029,Sara,Sharma,KANMO,2026-01-22,2026-03-03,7,47,0.13,2,264.81,529.62,15.53,529.62,LOW,0,2026-03
8030,Fatima,Kumar,ALDO,2025-07-07,2026-02-02,36,246,0.67,5,179.0,895.0,7.42,895.0,MID,0,2026-02
8031,Sofia,Lee,KANMO,2024-07-06,2025-06-16,267,612,1.68,7,248.6,1740.2,4.17,1740.2,MID,1,2025-06
8032,Priya,Hassan,ALDO,2024-09-24,2025-08-30,192,532,1.46,2,388.97,777.94,1.37,777.94,LOW,1,2025-08
8033,Sofia,Ahmed,ALDO,2024-08-03,2025-04-22,322,584,1.6,20,241.76,4835.2,12.5,4835.2,HIGH,1,2025-04
8034,Meera,Yilmaz,ALDO,2025-05-13,2026-02-25,13,301,0.82,3,509.06,1527.18,3.64,1527.18,MID,0,2026-02
8035,Sofia,Costa,CASIO,2024-09-01,2025-08-31,191,555,1.52,9,409.45,3685.05,5.92,3685.05,HIGH,1,2025-08
8036,Omar,Smith,CASIO,2023-08-24,2024-01-15,785,929,2.55,12,194.48,2333.76,4.71,2333.76,HIGH,1,2024-01
8037,Priya,Ali,KANMO,2023-05-13,2024-10-07,519,1032,2.83,10,595.19,5951.9,3.54,5951.9,HIGH,1,2024-10
8038,Ali,Costa,KANMO,2023-10-19,2024-06-11,637,873,2.39,19,172.85,3284.15,7.94,3284.15,HIGH,1,2024-06
8039,Hana,Martin,KANMO,2024-04-13,2024-07-25,593,696,1.91,10,198.11,1981.1,5.24,1981.1,MID,1,2024-07
8040,Hana,Ahmed,CASIO,2024-01-27,2025-06-06,277,773,2.12,10,322.17,3221.7,4.72,3221.7,HIGH,1,2025-06
8041,Lucas,Kumar,ALDO,2024-04-30,2024-09-14,542,679,1.86,17,459.82,7816.94,9.14,7816.94,HIGH,1,2024-09
8042,Arjun,Singh,KANMO,2023-12-25,2024-11-14,481,806,2.21,1,533.75,533.75,0.45,533.75,LOW,1,2024-11
8043,Lucas,Yilmaz,ALDO,2024-09-14,2025-05-15,299,542,1.48,3,298.5,895.5,2.02,895.5,MID,1,2025-05
8044,David,Nair,ALDO,2025-09-05,2025-11-04,126,186,0.51,20,81.3,1626.0,39.25,1626.0,MID,1,2025-11
8045,Arjun,Brown,CASIO,2023-04-23,2025-03-19,356,1052,2.88,9,327.99,2951.91,3.12,2951.91,HIGH,1,2025-03
8046,Fatima,Hassan,KANMO,2023-05-22,2026-02-05,33,1023,2.8,5,455.33,2276.65,1.78,2276.65,HIGH,0,2026-02
8047,Lena,Ahmed,KANMO,2024-09-12,2025-02-14,389,544,1.49,6,173.0,1038.0,4.03,1038.0,MID,1,2025-02
8048,Tom,Hassan,ALDO,2024-12-19,2026-02-28,10,446,1.22,17,414.5,7046.5,13.91,7046.5,HIGH,0,2026-02
8049,Fatima,Lee,ALDO,2024-06-29,2025-10-28,133,619,1.7,5,128.75,643.75,2.95,643.75,LOW,1,2025-10
8050,Mike,Brown,ALDO,2023-08-13,2024-06-12,636,940,2.58,3,369.54,1108.62,1.16,1108.62,MID,1,2024-06
8051,Nina,Nair,KANMO,2025-10-31,2025-11-13,117,130,0.36,14,160.82,2251.48,39.31,2251.48,HIGH,1,2025-11
8052,Mike,Gomez,CASIO,2023-05-13,2025-12-01,99,1032,2.83,7,155.02,1085.14,2.48,1085.14,MID,1,2025-12
8053,Fatima,Wilson,ALDO,2026-02-07,2026-02-28,10,31,0.08,17,133.78,2274.26,170.0,1931.56,MID,0,2026-02
8054,John,Sharma,KANMO,2025-02-06,2025-09-06,185,397,1.09,8,116.49,931.92,7.36,931.92,MID,1,2025-09
8055,Lucas,Sharma,CASIO,2024-07-13,2025-07-26,227,605,1.66,4,443.17,1772.68,2.41,1772.68,MID,1,2025-07
8056,Priya,Nair,KANMO,2023-04-06,2026-02-25,13,1069,2.93,3,328.47,985.41,1.02,985.41,MID,0,2026-02
8057,Lucas,Singh,CASIO,2024-08-04,2025-02-05,398,583,1.6,18,94.06,1693.08,11.27,1693.08,MID,1,2025-02
8058,Raj,Chen,KANMO,2025-05-08,2025-05-09,305,306,0.84,14,171.74,2404.36,16.7,2404.36,HIGH,1,2025-05
8059,Raj,Brown,CASIO,2024-04-26,2025-04-08,336,683,1.87,7,491.19,3438.33,3.74,3438.33,HIGH,1,2025-04
8060,Fatima,Lee,KANMO,2023-07-25,2025-07-23,230,959,2.63,4,466.98,1867.92,1.52,1867.92,MID,1,2025-07
8061,Sofia,Brown,CASIO,2026-01-14,2026-01-31,38,55,0.15,2,501.47,1002.94,13.27,1002.94,MID,0,2026-01
8062,Sara,Khan,ALDO,2024-06-22,2024-11-20,475,626,1.72,9,470.73,4236.57,5.25,4236.57,HIGH,1,2024-11
8063,Aisha,Brown,CASIO,2025-08-27,2026-02-17,21,195,0.53,15,154.36,2315.4,28.08,2315.4,HIGH,0,2026-02
8064,Meera,Johnson,ALDO,2025-05-11,2025-10-08,153,303,0.83,8,27.18,217.44,9.64,217.44,LOW,1,2025-10
8065,Sofia,Khan,ALDO,2024-05-23,2025-02-07,396,656,1.8,16,314.07,5025.12,8.9,5025.12,HIGH,1,2025-02
8066,Lena,Wilson,KANMO,2025-06-10,2025-08-18,204,273,0.75,3,548.66,1645.98,4.01,1645.98,MID,1,2025-08
8067,Hana,Hassan,KANMO,2023-09-08,2025-05-14,300,914,2.5,3,53.66,160.98,1.2,160.98,LOW,1,2025-05
8068,Tom,Yilmaz,CASIO,2023-04-15,2024-04-15,694,1060,2.9,16,465.01,7440.16,5.51,7440.16,HIGH,1,2024-04
8069,Sofia,Chen,CASIO,2024-02-02,2024-07-31,587,767,2.1,2,278.38,556.76,0.95,556.76,LOW,1,2024-07
8070,Lucas,Brown,CASIO,2025-09-04,2025-12-04,96,187,0.51,5,494.27,2471.35,9.76,2471.35,HIGH,1,2025-12
8071,Meera,Chen,ALDO,2025-08-08,2026-02-22,16,214,0.59,19,291.52,5538.88,32.41,5538.88,HIGH,0,2026-02
8072,Sara,Hassan,KANMO,2025-07-05,2025-10-22,139,248,0.68,13,231.01,3003.13,19.13,3003.13,HIGH,1,2025-10
8073,Ali,Lee,CASIO,2025-11-02,2025-11-15,115,128,0.35,12,183.73,2204.76,34.22,2204.76,HIGH,1,2025-11
8074,Omar,Singh,KANMO,2023-08-27,2024-09-29,527,926,2.54,2,92.35,184.7,0.79,184.7,LOW,1,2024-09
8075,Mike,Patel,ALDO,2023-12-05,2024-04-23,686,826,2.26,11,510.08,5610.88,4.86,5610.88,HIGH,1,2024-04
8076,David,Garcia,ALDO,2025-12-02,2025-12-04,96,98,0.27,7,246.91,1728.37,26.07,1728.37,MID,1,2025-12
8077,James,Singh,KANMO,2023-06-19,2025-11-16,114,995,2.73,10,162.51,1625.1,3.67,1625.1,MID,1,2025-11
8078,Lucas,Costa,CASIO,2024-08-04,2025-11-08,122,583,1.6,3,453.42,1360.26,1.88,1360.26,MID,1,2025-11
8079,Sara,Gomez,KANMO,2023-04-16,2023-09-15,907,1059,2.9,13,155.45,2020.85,4.48,2020.85,HIGH,1,2023-09
8080,Raj,Martin,ALDO,2025-02-17,2025-12-17,83,386,1.06,3,333.17,999.51,2.84,999.51,MID,0,2025-12
8081,Priya,Patel,ALDO,2023-06-13,2026-03-04,6,1001,2.74,5,214.87,1074.35,1.82,1074.35,MID,0,2026-03
8082,Aisha,Lee,ALDO,2025-12-06,2026-01-01,68,94,0.26,3,55.31,165.93,11.65,165.93,LOW,0,2026-01
8083,Fatima,Yilmaz,ALDO,2023-08-21,2023-09-15,907,932,2.55,12,46.31,555.72,4.7,555.72,LOW,1,2023-09
8084,Omar,Chen,CASIO,2025-02-16,2026-01-28,41,387,1.06,12,117.04,1404.48,11.32,1404.48,MID,0,2026-01
8085,Tom,Johnson,ALDO,2024-04-12,2025-01-25,409,697,1.91,13,218.58,2841.54,6.81,2841.54,HIGH,1,2025-01
8086,John,Yilmaz,KANMO,2024-11-10,2025-12-30,70,485,1.33,3,273.69,821.07,2.26,821.07,MID,0,2025-12
8087,Zara,Singh,KANMO,2024-02-15,2025-10-16,145,754,2.07,2,143.62,287.24,0.97,287.24,LOW,1,2025-10
8088,Tom,Martin,KANMO,2024-07-11,2024-12-20,445,607,1.66,7,278.56,1949.92,4.21,1949.92,MID,1,2024-12
8089,Omar,Gomez,KANMO,2023-07-29,2026-01-01,68,955,2.62,13,453.58,5896.54,4.97,5896.54,HIGH,0,2026-01
8090,Fatima,Chen,KANMO,2023-05-29,2024-07-01,617,1016,2.78,3,308.48,925.44,1.08,925.44,MID,1,2024-07
8091,Omar,Yilmaz,ALDO,2024-07-20,2025-07-19,234,598,1.64,11,565.32,6218.52,6.71,6218.52,HIGH,1,2025-07
8092,David,Costa,CASIO,2025-02-24,2026-02-13,25,379,1.04,2,232.01,464.02,1.93,464.02,LOW,0,2026-02
8093,Sara,Kumar,ALDO,2024-01-20,2024-11-10,485,780,2.14,20,283.69,5673.8,9.36,5673.8,HIGH,1,2024-11
8094,Aisha,Smith,KANMO,2024-10-27,2025-06-30,253,499,1.37,3,380.0,1140.0,2.19,1140.0,MID,1,2025-06
8095,Nina,Patel,CASIO,2025-01-17,2025-06-14,269,417,1.14,17,382.86,6508.62,14.88,6508.62,HIGH,1,2025-06
8096,Zara,Singh,ALDO,2023-09-16,2023-11-02,859,906,2.48,4,225.09,900.36,1.61,900.36,MID,1,2023-11
8097,Zara,Costa,CASIO,2024-01-12,2024-07-19,599,788,2.16,3,80.12,240.36,1.39,240.36,LOW,1,2024-07
8098,Tom,Brown,ALDO,2024-09-04,2024-09-08,548,552,1.51,3,224.69,674.07,1.98,674.07,LOW,1,2024-09
8099,David,Garcia,CASIO,2023-07-02,2025-03-18,357,982,2.69,2,429.65,859.3,0.74,859.3,MID,1,2025-03
8100,Mike,Wilson,ALDO,2023-03-28,2024-08-02,585,1078,2.95,11,328.2,3610.2,3.72,3610.2,HIGH,1,2024-08
8101,Lucas,Ali,CASIO,2024-11-06,2025-06-12,271,489,1.34,9,209.39,1884.51,6.72,1884.51,MID,1,2025-06
8102,James,Costa,KANMO,2023-08-04,2025-03-14,361,949,2.6,19,468.87,8908.53,7.31,8908.53,HIGH,1,2025-03
8103,Sara,Yilmaz,ALDO,2024-02-24,2024-12-19,446,745,2.04,6,388.43,2330.58,2.94,2330.58,HIGH,1,2024-12
8104,Zara,Kumar,ALDO,2023-12-14,2025-06-08,275,817,2.24,6,483.43,2900.58,2.68,2900.58,HIGH,1,2025-06
8105,Fatima,Sharma,CASIO,2024-09-03,2026-01-22,47,553,1.52,17,213.49,3629.33,11.22,3629.33,HIGH,0,2026-01
8106,Zara,Singh,CASIO,2023-09-10,2025-12-09,91,912,2.5,16,557.68,8922.88,6.4,8922.88,HIGH,1,2025-12
8107,Lucas,Kumar,ALDO,2023-03-29,2023-11-03,858,1077,2.95,11,329.72,3626.92,3.73,3626.92,HIGH,1,2023-11
8108,Arjun,Singh,KANMO,2024-08-22,2025-09-08,183,565,1.55,4,86.82,347.28,2.58,347.28,LOW,1,2025-09
8109,Sofia,Nair,CASIO,2025-03-20,2025-08-12,210,355,0.97,14,302.34,4232.76,14.39,4232.76,HIGH,1,2025-08
8110,Fatima,Hassan,CASIO,2025-03-29,2025-11-21,109,346,0.95,11,123.37,1357.07,11.6,1357.07,MID,1,2025-11
8111,Arjun,Wilson,ALDO,2026-01-22,2026-03-09,1,47,0.13,5,443.71,2218.55,38.83,2218.55,HIGH,0,2026-03
8112,Lucas,Johnson,CASIO,2023-12-12,2024-06-24,624,819,2.24,11,67.4,741.4,4.9,741.4,LOW,1,2024-06
8113,Lena,Smith,KANMO,2023-07-28,2023-09-22,900,956,2.62,12,142.25,1707.0,4.58,1707.0,MID,1,2023-09
8114,Ali,Patel,CASIO,2024-09-23,2025-10-13,148,533,1.46,3,152.22,456.66,2.05,456.66,LOW,1,2025-10
8115,Priya,Nair,KANMO,2024-05-11,2025-07-02,251,668,1.83,9,479.47,4315.23,4.92,4315.23,HIGH,1,2025-07
